CAT_PERIODO,CODIGO_UNICO,MRUN,GEN_ALU,FEC_NAC_ALU,EDAD_ALU,RANGO_EDAD,AÑO_ING_PRI_AÑO,SEM_ING_PRI_AÑO,AÑO_ING_CARR,SEM_ING_CARR,NOMB_TITULO_OBTENIDO,NOMB_GRADO_OBTENIDO,FECHA_OBTENCION_TITULO,TIPO_INST_1,TIPO_INST_2,TIPO_INST_3,COD_INST,NOMB_INST,COD_SEDE,NOMB_SEDE,COD_CARRERA,NOMB_CARRERA,NIVEL_GLOBAL,NIVEL_CARRERA_1,NIVEL_CARRERA_2,DUR_ESTUDIO_CARR,DUR_PROCESO_TIT,DUR_TOTAL_CARR,REGION_SEDE,PROVINCIA_SEDE,COMUNA_SEDE,JORNADA,MODALIDAD,VERSION,TIPO_PLAN_CARR,AREA_CINEUNESCO,OECD_AREA,OECD_SUBAREA,AREA_CARRERA_GENERICA_N
TIT_2019,I88S6C13J1V1,7275568,1,199102,28,25 A 29 AÑOS,2010,1,2010,1,INGENIERO CIVIL INFORMATICO,LICENCIADO EN CIENCIAS DE LA INGENIERIA INFORMATICA,20191007,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES PRIVADAS CRUCH,88,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,6,CAMPUS SANTIAGO SAN JOAQUIN,13,ingenieria civil informatica,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,12,0,12,METROPOLITANA,SANTIAGO,SAN JOAQUIN,DIURNO,PRESENCIAL,1,PLAN REGULAR,TECNOLOGÍA,CIENCIAS,INFORMÁTICA,INGENIERÍA CIVIL EN COMPUTACIÓN E INFORMÁTICA
TIT_2019,I88S6C13J1V1,9843430,1,199201,27,25 A 29 AÑOS,2011,1,2011,1,INGENIERO CIVIL INFORMATICO,LICENCIADO EN CIENCIAS DE LA INGENIERIA INFORMATICA,20191106,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES PRIVADAS CRUCH,88,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,6,CAMPUS SANTIAGO SAN JOAQUIN,13,ingenieria civil informatica,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,12,0,12,METROPOLITANA,SANTIAGO,SAN JOAQUIN,DIURNO,PRESENCIAL,1,PLAN REGULAR,TECNOLOGÍA,CIENCIAS,INFORMÁTICA,INGENIERÍA CIVIL EN COMPUTACIÓN E INFORMÁTICA
TIT_2019,I88S6C13J1V1,10826697,1,199210,26,25 A 29 AÑOS,2011,1,2011,1,INGENIERO CIVIL INFORMATICO,LICENCIADO EN CIENCIAS DE LA INGENIERIA INFORMATICA,20190726,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES PRIVADAS CRUCH,88,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,6,CAMPUS SANTIAGO SAN JOAQUIN,13,ingenieria civil informatica,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,12,0,12,METROPOLITANA,SANTIAGO,SAN JOAQUIN,DIURNO,PRESENCIAL,1,PLAN REGULAR,TECNOLOGÍA,CIENCIAS,INFORMÁTICA,INGENIERÍA CIVIL EN COMPUTACIÓN E INFORMÁTICA
TIT_2019,I88S6C13J1V1,11057089,1,199212,26,25 A 29 AÑOS,2012,1,2012,1,INGENIERO CIVIL INFORMATICO,LICENCIADO,20190605,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES PRIVADAS CRUCH,88,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,6,CAMPUS SANTIAGO SAN JOAQUIN,13,ingenieria civil informatica,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,12,0,12,METROPOLITANA,SANTIAGO,SAN JOAQUIN,DIURNO,PRESENCIAL,1,PLAN REGULAR,TECNOLOGÍA,CIENCIAS,INFORMÁTICA,INGENIERÍA CIVIL EN COMPUTACIÓN E INFORMÁTICA
TIT_2019,I88S6C13J1V1,12861182,1,199404,25,25 A 29 AÑOS,2012,1,2012,1,INGENIERO CIVIL INFORMATICO,LICENCIADO EN CIENCIAS DE LA INGENIERIA INFORMATICA,20191108,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES PRIVADAS CRUCH,88,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,6,CAMPUS SANTIAGO SAN JOAQUIN,13,ingenieria civil informatica,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,12,0,12,METROPOLITANA,SANTIAGO,SAN JOAQUIN,DIURNO,PRESENCIAL,1,PLAN REGULAR,TECNOLOGÍA,CIENCIAS,INFORMÁTICA,INGENIERÍA CIVIL EN COMPUTACIÓN E INFORMÁTICA
TIT_2019,I88S6C13J1V1,14852789,1,199308,25,25 A 29 AÑOS,2012,1,2012,1,INGENIERO CIVIL INFORMATICO,LICENCIADO,20190319,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES PRIVADAS CRUCH,88,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,6,CAMPUS SANTIAGO SAN JOAQUIN,13,ingenieria civil informatica,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,12,0,12,METROPOLITANA,SANTIAGO,SAN JOAQUIN,DIURNO,PRESENCIAL,1,PLAN REGULAR,TECNOLOGÍA,CIENCIAS,INFORMÁTICA,INGENIERÍA CIVIL EN COMPUTACIÓN E INFORMÁTICA
TIT_2019,I88S6C13J1V1,15236134,1,199112,27,25 A 29 AÑOS,2011,2,2011,2,INGENIERO CIVIL INFORMATICO,LICENCIADO EN CIENCIAS DE LA INGENIERIA INFORMATICA,20190726,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES PRIVADAS CRUCH,88,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,6,CAMPUS SANTIAGO SAN JOAQUIN,13,ingenieria civil informatica,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,12,0,12,METROPOLITANA,SANTIAGO,SAN JOAQUIN,DIURNO,PRESENCIAL,1,PLAN REGULAR,TECNOLOGÍA,CIENCIAS,INFORMÁTICA,INGENIERÍA CIVIL EN COMPUTACIÓN E INFORMÁTICA
TIT_2019,I88S6C13J1V1,17077775,1,199008,28,25 A 29 AÑOS,2009,1,2009,1,INGENIERO CIVIL INFORMATICO,LICENCIADO EN CIENCIAS DE LA INGENIERIA INFORMATICA,20190823,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES PRIVADAS CRUCH,88,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,6,CAMPUS SANTIAGO SAN JOAQUIN,13,ingenieria civil informatica,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,12,0,12,METROPOLITANA,SANTIAGO,SAN JOAQUIN,DIURNO,PRESENCIAL,1,PLAN REGULAR,TECNOLOGÍA,CIENCIAS,INFORMÁTICA,INGENIERÍA CIVIL EN COMPUTACIÓN E INFORMÁTICA
TIT_2019,I88S6C13J1V1,21640993,1,199211,26,25 A 29 AÑOS,2011,1,2011,1,INGENIERO CIVIL INFORMATICO,LICENCIADO EN CIENCIAS DE LA INGENIERIA INFORMATICA,20190823,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES PRIVADAS CRUCH,88,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,6,CAMPUS SANTIAGO SAN JOAQUIN,13,ingenieria civil informatica,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,12,0,12,METROPOLITANA,SANTIAGO,SAN JOAQUIN,DIURNO,PRESENCIAL,1,PLAN REGULAR,TECNOLOGÍA,CIENCIAS,INFORMÁTICA,INGENIERÍA CIVIL EN COMPUTACIÓN E INFORMÁTICA
TIT_2019,I88S6C13J1V1,22700007,1,199208,26,25 A 29 AÑOS,2011,1,2011,1,INGENIERO CIVIL INFORMATICO,LICENCIADO,20190527,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES PRIVADAS CRUCH,88,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,6,CAMPUS SANTIAGO SAN JOAQUIN,13,ingenieria civil informatica,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,12,0,12,METROPOLITANA,SANTIAGO,SAN JOAQUIN,DIURNO,PRESENCIAL,1,PLAN REGULAR,TECNOLOGÍA,CIENCIAS,INFORMÁTICA,INGENIERÍA CIVIL EN COMPUTACIÓN E INFORMÁTICA
TIT_2019,I88S6C13J1V1,23660851,1,199110,27,25 A 29 AÑOS,2010,1,2010,1,INGENIERO CIVIL INFORMATICO,LICENCIADO,20190319,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES PRIVADAS CRUCH,88,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,6,CAMPUS SANTIAGO SAN JOAQUIN,13,ingenieria civil informatica,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,12,0,12,METROPOLITANA,SANTIAGO,SAN JOAQUIN,DIURNO,PRESENCIAL,1,PLAN REGULAR,TECNOLOGÍA,CIENCIAS,INFORMÁTICA,INGENIERÍA CIVIL EN COMPUTACIÓN E INFORMÁTICA
TIT_2019,I88S6C13J1V2,1872742,1,199501,24,20 A 24 AÑOS,2013,1,2013,1,INGENIERO CIVIL EN INFORMATICO,LICENCIADO EN CIENCIAS DE LA INGENIERIA INFORMATICA,20191106,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES PRIVADAS CRUCH,88,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,6,CAMPUS SANTIAGO SAN JOAQUIN,13,ingenieria civil informatica,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,11,0,11,METROPOLITANA,SANTIAGO,SAN JOAQUIN,DIURNO,PRESENCIAL,2,PLAN REGULAR,TECNOLOGÍA,CIENCIAS,INFORMÁTICA,INGENIERÍA CIVIL EN COMPUTACIÓN E INFORMÁTICA
TIT_2019,I88S6C13J1V2,3254695,1,199402,25,25 A 29 AÑOS,2013,1,2013,1,INGENIERO CIVIL EN INFORMATICO,LICENCIADO EN CIENCIAS DE LA INGENIERIA INFORMATICA,20191108,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES PRIVADAS CRUCH,88,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,6,CAMPUS SANTIAGO SAN JOAQUIN,13,ingenieria civil informatica,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,11,0,11,METROPOLITANA,SANTIAGO,SAN JOAQUIN,DIURNO,PRESENCIAL,2,PLAN REGULAR,TECNOLOGÍA,CIENCIAS,INFORMÁTICA,INGENIERÍA CIVIL EN COMPUTACIÓN E INFORMÁTICA
TIT_2019,I88S6C13J1V2,6643774,2,199308,25,25 A 29 AÑOS,2012,1,2013,1,INGENIERO CIVIL EN INFORMATICO,LICENCIADO EN CIENCIAS DE LA INGENIERIA INFORMATICA,20191106,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES PRIVADAS CRUCH,88,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,6,CAMPUS SANTIAGO SAN JOAQUIN,13,ingenieria civil informatica,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,11,0,11,METROPOLITANA,SANTIAGO,SAN JOAQUIN,DIURNO,PRESENCIAL,2,PLAN REGULAR,TECNOLOGÍA,CIENCIAS,INFORMÁTICA,INGENIERÍA CIVIL EN COMPUTACIÓN E INFORMÁTICA
TIT_2019,I88S6C13J1V2,10273096,1,199409,24,20 A 24 AÑOS,2013,1,2013,1,INGENIERO CIVIL EN INFORMATICO,LICENCIADO EN CIENCIAS DE LA INGENIERIA INFORMATICA,20191106,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES PRIVADAS CRUCH,88,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,6,CAMPUS SANTIAGO SAN JOAQUIN,13,ingenieria civil informatica,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,11,0,11,METROPOLITANA,SANTIAGO,SAN JOAQUIN,DIURNO,PRESENCIAL,2,PLAN REGULAR,TECNOLOGÍA,CIENCIAS,INFORMÁTICA,INGENIERÍA CIVIL EN COMPUTACIÓN E INFORMÁTICA
TIT_2019,I88S6C13J1V2,11890285,2,199411,24,20 A 24 AÑOS,2013,1,2013,1,INGENIERO CIVIL EN INFORMATICO,LICENCIADO EN CIENCIAS DE LA INGENIERIA INFORMATICA,20191125,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES PRIVADAS CRUCH,88,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,6,CAMPUS SANTIAGO SAN JOAQUIN,13,ingenieria civil informatica,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,11,0,11,METROPOLITANA,SANTIAGO,SAN JOAQUIN,DIURNO,PRESENCIAL,2,PLAN REGULAR,TECNOLOGÍA,CIENCIAS,INFORMÁTICA,INGENIERÍA CIVIL EN COMPUTACIÓN E INFORMÁTICA
TIT_2019,I88S6C13J1V2,12515649,1,199308,25,25 A 29 AÑOS,2012,1,2015,2,INGENIERO CIVIL EN INFORMATICO,LICENCIADO EN CIENCIAS DE LA INGENIERIA INFORMATICA,20190816,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES PRIVADAS CRUCH,88,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,6,CAMPUS SANTIAGO SAN JOAQUIN,13,ingenieria civil informatica,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,11,0,11,METROPOLITANA,SANTIAGO,SAN JOAQUIN,DIURNO,PRESENCIAL,2,PLAN REGULAR,TECNOLOGÍA,CIENCIAS,INFORMÁTICA,INGENIERÍA CIVIL EN COMPUTACIÓN E INFORMÁTICA
TIT_2019,I88S6C13J1V2,17729323,1,199010,28,25 A 29 AÑOS,2010,1,2014,2,INGENIERO CIVIL EN INFORMATICO,LICENCIADO EN CIENCIAS DE LA INGENIERIA INFORMATICA,20191002,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES PRIVADAS CRUCH,88,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,6,CAMPUS SANTIAGO SAN JOAQUIN,13,ingenieria civil informatica,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,11,0,11,METROPOLITANA,SANTIAGO,SAN JOAQUIN,DIURNO,PRESENCIAL,2,PLAN REGULAR,TECNOLOGÍA,CIENCIAS,INFORMÁTICA,INGENIERÍA CIVIL EN COMPUTACIÓN E INFORMÁTICA
TIT_2019,I88S6C13J1V2,19051238,1,199309,25,25 A 29 AÑOS,2012,1,2012,1,INGENIERO CIVIL EN INFORMATICO,LICENCIADO EN CIENCIAS DE LA INGENIERIA INFORMATICA,20190926,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES PRIVADAS CRUCH,88,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,6,CAMPUS SANTIAGO SAN JOAQUIN,13,ingenieria civil informatica,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,11,0,11,METROPOLITANA,SANTIAGO,SAN JOAQUIN,DIURNO,PRESENCIAL,2,PLAN REGULAR,TECNOLOGÍA,CIENCIAS,INFORMÁTICA,INGENIERÍA CIVIL EN COMPUTACIÓN E INFORMÁTICA
TIT_2019,I88S6C13J1V2,19266584,1,199207,26,25 A 29 AÑOS,2011,1,2012,2,INGENIERO CIVIL EN INFORMATICO,LICENCIADO EN CIENCIAS DE LA INGENIERIA INFORMATICA,20191111,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES PRIVADAS CRUCH,88,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,6,CAMPUS SANTIAGO SAN JOAQUIN,13,ingenieria civil informatica,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,11,0,11,METROPOLITANA,SANTIAGO,SAN JOAQUIN,DIURNO,PRESENCIAL,2,PLAN REGULAR,TECNOLOGÍA,CIENCIAS,INFORMÁTICA,INGENIERÍA CIVIL EN COMPUTACIÓN E INFORMÁTICA
TIT_2019,I88S6C13J1V2,20169812,1,199412,24,20 A 24 AÑOS,2013,1,2013,1,INGENIERO CIVIL EN INFORMATICO,LICENCIADO EN CIENCIAS DE LA INGENIERIA INFORMATICA,20191104,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES PRIVADAS CRUCH,88,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,6,CAMPUS SANTIAGO SAN JOAQUIN,13,ingenieria civil informatica,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,11,0,11,METROPOLITANA,SANTIAGO,SAN JOAQUIN,DIURNO,PRESENCIAL,2,PLAN REGULAR,TECNOLOGÍA,CIENCIAS,INFORMÁTICA,INGENIERÍA CIVIL EN COMPUTACIÓN E INFORMÁTICA
TIT_2019,I88S6C13J1V2,20669094,1,199505,24,20 A 24 AÑOS,2013,1,2013,1,INGENIERO CIVIL EN INFORMATICO,LICENCIADO EN CIENCIAS DE LA INGENIERIA INFORMATICA,20191007,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES PRIVADAS CRUCH,88,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,6,CAMPUS SANTIAGO SAN JOAQUIN,13,ingenieria civil informatica,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,11,0,11,METROPOLITANA,SANTIAGO,SAN JOAQUIN,DIURNO,PRESENCIAL,2,PLAN REGULAR,TECNOLOGÍA,CIENCIAS,INFORMÁTICA,INGENIERÍA CIVIL EN COMPUTACIÓN E INFORMÁTICA
TIT_2019,I88S6C13J1V2,20914313,1,199304,26,25 A 29 AÑOS,2012,1,2012,1,INGENIERO CIVIL EN INFORMATICO,LICENCIADO EN CIENCIAS DE LA INGENIERIA INFORMATICA,20191104,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES PRIVADAS CRUCH,88,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,6,CAMPUS SANTIAGO SAN JOAQUIN,13,ingenieria civil informatica,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,11,0,11,METROPOLITANA,SANTIAGO,SAN JOAQUIN,DIURNO,PRESENCIAL,2,PLAN REGULAR,TECNOLOGÍA,CIENCIAS,INFORMÁTICA,INGENIERÍA CIVIL EN COMPUTACIÓN E INFORMÁTICA
TIT_2019,I88S6C24J1V1,7508253,1,199102,28,25 A 29 AÑOS,2013,1,2016,2,INGENIERO DE EJECUCION EN INFORMATICA, ,20200220,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES PRIVADAS CRUCH,88,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,6,CAMPUS SANTIAGO SAN JOAQUIN,24,ingenieria de ejecucion informatica,PREGRADO,PROFESIONAL SIN LICENCIATURA,CARRERAS PROFESIONALES,8,0,8,METROPOLITANA,SANTIAGO,SAN JOAQUIN,DIURNO,PRESENCIAL,1,PLAN REGULAR,TECNOLOGÍA,CIENCIAS,INFORMÁTICA,INGENIERÍA EN COMPUTACIÓN E INFORMÁTICA
TIT_2019,I88S6C24J1V1,13545975,1,199311,25,25 A 29 AÑOS,2012,1,2018,1,INGENIERO DE EJECUCION EN INFORMATICA, ,20191108,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES PRIVADAS CRUCH,88,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,6,CAMPUS SANTIAGO SAN JOAQUIN,24,ingenieria de ejecucion informatica,PREGRADO,PROFESIONAL SIN LICENCIATURA,CARRERAS PROFESIONALES,8,0,8,METROPOLITANA,SANTIAGO,SAN JOAQUIN,DIURNO,PRESENCIAL,1,PLAN REGULAR,TECNOLOGÍA,CIENCIAS,INFORMÁTICA,INGENIERÍA EN COMPUTACIÓN E INFORMÁTICA
TIT_2019,I88S6C24J1V1,14850842,1,199005,29,25 A 29 AÑOS,2009,1,2015,1,INGENIERO DE EJECUCION EN INFORMATICA, ,20191108,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES PRIVADAS CRUCH,88,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,6,CAMPUS SANTIAGO SAN JOAQUIN,24,ingenieria de ejecucion informatica,PREGRADO,PROFESIONAL SIN LICENCIATURA,CARRERAS PROFESIONALES,8,0,8,METROPOLITANA,SANTIAGO,SAN JOAQUIN,DIURNO,PRESENCIAL,1,PLAN REGULAR,TECNOLOGÍA,CIENCIAS,INFORMÁTICA,INGENIERÍA EN COMPUTACIÓN E INFORMÁTICA
TIT_2019,I89S1C234J5V1,448957,1,198802,31,30 A 34 AÑOS,2016,2,2016,2, ,MAGISTER EN INGENIERIA INFORMATICA,20190415,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES PRIVADAS CRUCH,89,PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO,1,CASA CENTRAL,234,magister en ingenieria informatica,POSTGRADO,MAGISTER,MAGISTER,6,0,6,VALPARAÍSO,VALPARAISO,VALPARAISO,OTRO,PRESENCIAL,1,PLAN REGULAR,TECNOLOGÍA,CIENCIAS,INFORMÁTICA,MAGISTER EN TECNOLOGÍA
TIT_2019,I89S1C234J5V1,3804641,1,199005,29,25 A 29 AÑOS,2015,2,2015,2, ,MAGISTER EN INGENIERIA INFORMATICA,20190312,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES PRIVADAS CRUCH,89,PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO,1,CASA CENTRAL,234,magister en ingenieria informatica,POSTGRADO,MAGISTER,MAGISTER,6,0,6,VALPARAÍSO,VALPARAISO,VALPARAISO,OTRO,PRESENCIAL,1,PLAN REGULAR,TECNOLOGÍA,CIENCIAS,INFORMÁTICA,MAGISTER EN TECNOLOGÍA
TIT_2019,I89S1C234J5V1,5139054,1,198410,34,30 A 34 AÑOS,2015,2,2015,2, ,MAGISTER EN INGENIERIA INFORMATICA,20190429,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES PRIVADAS CRUCH,89,PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO,1,CASA CENTRAL,234,magister en ingenieria informatica,POSTGRADO,MAGISTER,MAGISTER,6,0,6,VALPARAÍSO,VALPARAISO,VALPARAISO,OTRO,PRESENCIAL,1,PLAN REGULAR,TECNOLOGÍA,CIENCIAS,INFORMÁTICA,MAGISTER EN TECNOLOGÍA
TIT_2019,I89S1C234J5V1,6284205,1,199008,28,25 A 29 AÑOS,2013,2,2013,2, ,MAGISTER EN INGENIERIA INFORMATICA,20190515,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES PRIVADAS CRUCH,89,PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO,1,CASA CENTRAL,234,magister en ingenieria informatica,POSTGRADO,MAGISTER,MAGISTER,6,0,6,VALPARAÍSO,VALPARAISO,VALPARAISO,OTRO,PRESENCIAL,1,PLAN REGULAR,TECNOLOGÍA,CIENCIAS,INFORMÁTICA,MAGISTER EN TECNOLOGÍA
TIT_2019,I89S1C234J5V1,6754537,1,198506,34,30 A 34 AÑOS,2016,2,2016,2, ,MAGISTER EN INGENIERIA INFORMATICA,20190708,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES PRIVADAS CRUCH,89,PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO,1,CASA CENTRAL,234,magister en ingenieria informatica,POSTGRADO,MAGISTER,MAGISTER,6,0,6,VALPARAÍSO,VALPARAISO,VALPARAISO,OTRO,PRESENCIAL,1,PLAN REGULAR,TECNOLOGÍA,CIENCIAS,INFORMÁTICA,MAGISTER EN TECNOLOGÍA
TIT_2019,I89S1C234J5V1,11993446,1,198610,32,30 A 34 AÑOS,2017,2,2017,2, ,MAGISTER EN INGENIERIA INFORMATICA,20191210,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES PRIVADAS CRUCH,89,PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO,1,CASA CENTRAL,234,magister en ingenieria informatica,POSTGRADO,MAGISTER,MAGISTER,6,0,6,VALPARAÍSO,VALPARAISO,VALPARAISO,OTRO,PRESENCIAL,1,PLAN REGULAR,TECNOLOGÍA,CIENCIAS,INFORMÁTICA,MAGISTER EN TECNOLOGÍA
TIT_2019,I89S1C234J5V1,13968186,1,199211,26,25 A 29 AÑOS,2016,2,2016,2, ,MAGISTER EN INGENIERIA INFORMATICA,20190927,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES PRIVADAS CRUCH,89,PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO,1,CASA CENTRAL,234,magister en ingenieria informatica,POSTGRADO,MAGISTER,MAGISTER,6,0,6,VALPARAÍSO,VALPARAISO,VALPARAISO,OTRO,PRESENCIAL,1,PLAN REGULAR,TECNOLOGÍA,CIENCIAS,INFORMÁTICA,MAGISTER EN TECNOLOGÍA
TIT_2019,I89S1C234J5V1,16316539,1,198805,31,30 A 34 AÑOS,2016,2,2016,2, ,MAGISTER EN INGENIERIA INFORMATICA,20190304,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES PRIVADAS CRUCH,89,PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO,1,CASA CENTRAL,234,magister en ingenieria informatica,POSTGRADO,MAGISTER,MAGISTER,6,0,6,VALPARAÍSO,VALPARAISO,VALPARAISO,OTRO,PRESENCIAL,1,PLAN REGULAR,TECNOLOGÍA,CIENCIAS,INFORMÁTICA,MAGISTER EN TECNOLOGÍA
TIT_2019,I89S1C234J5V1,16888773,1,199412,24,20 A 24 AÑOS,2016,2,2016,2, ,MAGISTER EN INGENIERIA INFORMATICA,20190305,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES PRIVADAS CRUCH,89,PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO,1,CASA CENTRAL,234,magister en ingenieria informatica,POSTGRADO,MAGISTER,MAGISTER,6,0,6,VALPARAÍSO,VALPARAISO,VALPARAISO,OTRO,PRESENCIAL,1,PLAN REGULAR,TECNOLOGÍA,CIENCIAS,INFORMÁTICA,MAGISTER EN TECNOLOGÍA
TIT_2019,I89S1C234J5V1,22230023,1,199412,24,20 A 24 AÑOS,2016,2,2016,2, ,MAGISTER EN INGENIERIA INFORMATICA,20190425,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES PRIVADAS CRUCH,89,PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO,1,CASA CENTRAL,234,magister en ingenieria informatica,POSTGRADO,MAGISTER,MAGISTER,6,0,6,VALPARAÍSO,VALPARAISO,VALPARAISO,OTRO,PRESENCIAL,1,PLAN REGULAR,TECNOLOGÍA,CIENCIAS,INFORMÁTICA,MAGISTER EN TECNOLOGÍA
